374.39,274.799,57.229,0,151.79,0,13.052,3.3958,0,0
375.64,274.799,35.657,0,112.54,0,5.2912,4.4588,0,0
365.95,274.799,51.5,0,140.41,0,0,7.0099,0,0
355.01,274.799,72.343,0,167.55,0,0,5.6748,0,0
337.2,274.799,73.786,0,185.32,0,4.5644,3.2528,0,0
330.32,274.799,71.964,0,188.59,0,7.2321,3.4183,0,0
301.57,274.799,54.75,0,141.67,0,6.7957,3.3885,0,0
292.2,274.799,66.857,0,174.63,0,5.2132,4.4119,0,0
263.45,274.799,66.146,0,179.54,0,7.7604,3.9475,0,0
235.32,274.799,65.436,0,184.46,0,4.0572,4.8488,0,0
204.07,274.799,33.707,147.164,108.12,193.014,0,6.0812,61.0549,0
79.69,274.799,38.957,122.078,128.64,125.048,0,8.314,122.11,0
13.438,274.799,25.429,186.719,102.7,210.98,8.998,7.2612,183.165,0
10.938,274.799,20.9,208.361,117.4,162.29,13.613,7.0127,244.219,0
10.625,1373.99,3.95,289.354,60.078,352.214,19.091,73.838,305.274,0
10,2747.99,3.8929,289.626,39.552,420.23,28.467,114.1,366.329,0
9.3754,4121.98,3.8357,289.899,19.025,488.237,37.842,154.36,427.384,0
