,oxygen_bubble_rate,nitrogen_source,nitrogen_ratio,carbon_source_from_5e4,oxygen_source,methane_source,t_max,sminus_precipitation,fe_precipitation,carbon_precip,diffusion_constant,ma_op_o_fe_rate_const,ma_op_o_n_rate_const,ma_op_o_s_rate_const,ma_op_fe_n_rate_const,ma_op_s_n_rate_const,ma_op_ch4_o_rate_const,ma_op_ch4_n_rate_const,ma_op_ch4_s_rate_const,primary_ox_rate_const,c_lim_o,c_lim_n,c_lim_fe,c_lim_s,C,N-,S-,CH4,score
1,0.0,103.097074554,0.0561240116225,56791.3679235,27085.8578974,2830.0,0.4,0.185445350676,0.186363016181,0.247901498421,59.6630185562,10.0,5.0,0.16,1.91569641878,0.252059248435,10000.0,48.8876459273,0.01,1.47614514155,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827856545721,6.10548637274,-2.31549047082
2,0.0,103.097424061,0.0561240473873,56791.3679235,27085.8578974,2830.0,0.4,0.185445902441,0.186366437641,0.247951876943,59.6630185562,10.0,5.0,0.16,1.91569641257,0.252059058693,10000.0,48.8876393775,0.01,1.47614155768,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827750172251,6.10548637274,-2.31547483975
3,0.0,103.097447788,0.0561240631123,56791.3679235,27085.8578974,2830.0,0.4,0.185445951113,0.186363808043,0.247985128421,59.6630185562,10.0,5.0,0.16,1.9156964233,0.252058815352,10000.0,48.8876497718,0.01,1.47614821652,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827934092558,6.10548637274,-2.31549005371
4,0.0,103.097334218,0.0561240672093,56791.3679235,27085.8578974,2830.0,0.4,0.185445708692,0.186362516867,0.247942048487,59.6630185562,10.0,5.0,0.16,1.91569642366,0.252059046818,10000.0,48.8876337142,0.01,1.47614859588,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827919610735,6.10548637274,-2.31549251616
5,0.0,103.096947751,0.0561240834298,56791.3679235,27085.8578974,2830.0,0.4,0.185445852152,0.186363938148,0.24796682946,59.6630185562,10.0,5.0,0.16,1.91569642712,0.252059589963,10000.0,48.8876560944,0.01,1.47614670065,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827709199646,6.10548637274,-2.31550769002
6,0.0,103.0971071,0.0561239526696,56791.3679235,27085.8578974,2830.0,0.4,0.185445905714,0.186363572099,0.247966474908,59.6630185562,10.0,5.0,0.16,1.91569634807,0.252059787765,10000.0,48.8876562366,0.01,1.47615084545,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827826339739,6.10548637274,-2.31550434105
7,0.0,103.097105203,0.0561240839657,56791.3679235,27085.8578974,2830.0,0.4,0.185445683209,0.186364381958,0.247906640696,59.6630185562,10.0,5.0,0.16,1.91569638827,0.25205899533,10000.0,48.8876424001,0.01,1.47614509473,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827973646091,6.10548637274,-2.3154552893
8,0.0,103.097026971,0.0561239928119,56791.3679235,27085.8578974,2830.0,0.4,0.185445910483,0.186362725329,0.247944122644,59.6630185562,10.0,5.0,0.16,1.9156964153,0.252059339405,10000.0,48.8876370652,0.01,1.47614783539,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827758763826,6.10548637274,-2.31549025024
9,0.0,103.09691663,0.056124071227,56791.3679235,27085.8578974,2830.0,0.4,0.185446077905,0.18636470048,0.247940371058,59.6630185562,10.0,5.0,0.16,1.91569636129,0.252059253506,10000.0,48.8876435256,0.01,1.4761475922,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827705054061,6.10548637274,-2.31551079116
10,0.0,103.097340703,0.0561240411254,56791.3679235,27085.8578974,2830.0,0.4,0.18544562941,0.18636362129,0.247963157572,59.6630185562,10.0,5.0,0.16,1.91569640785,0.252059311345,10000.0,48.8876445077,0.01,1.47614429478,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827946989462,6.10548637274,-2.31549640605
11,0.0,103.097260042,0.056124030915,56791.3679235,27085.8578974,2830.0,0.4,0.18544616483,0.186364052285,0.247947644064,59.6630185562,10.0,5.0,0.16,1.91569639193,0.252059449884,10000.0,48.8876418811,0.01,1.47614567902,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827911236239,6.10548637274,-2.31549353239
12,0.0,103.097151605,0.0561241338524,56791.3679235,27085.8578974,2830.0,0.4,0.185445673887,0.186361404733,0.247903285573,59.6630185562,10.0,5.0,0.16,1.91569641065,0.252059526802,10000.0,48.8876391007,0.01,1.47614222511,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827777460065,6.10548637274,-2.31546641373
13,0.0,103.097157247,0.0561240110792,56791.3679235,27085.8578974,2830.0,0.4,0.185445194837,0.186363755906,0.247931021301,59.6630185562,10.0,5.0,0.16,1.91569640903,0.252058715633,10000.0,48.8876488616,0.01,1.47614067425,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827761854116,6.10548637274,-2.31550023274
14,0.0,103.097001536,0.056124015187,56791.3679235,27085.8578974,2830.0,0.4,0.185445958471,0.186363676602,0.247890421988,59.6630185562,10.0,5.0,0.16,1.91569642571,0.252058950647,10000.0,48.8876540471,0.01,1.47614249188,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827977280718,6.10548637274,-2.31545290133
15,0.0,103.096856395,0.0561240491936,56791.3679235,27085.8578974,2830.0,0.4,0.185445730393,0.18636042789,0.247998448259,59.6630185562,10.0,5.0,0.16,1.91569642619,0.252058810944,10000.0,48.8876528508,0.01,1.47614907731,20.0,5.0,0.1,30.0,1.37511438847,4.77836732452,0.827814148794,6.10548637274,-2.31548782974
