,oxygen_bubble_rate,nitrogen_source,nitrogen_ratio,carbon_source_from_5e4,oxygen_source,methane_source,t_max,sminus_precipitation,fe_precipitation,carbon_precip,diffusion_constant,ma_op_o_fe_rate_const,ma_op_o_n_rate_const,ma_op_o_s_rate_const,ma_op_fe_n_rate_const,ma_op_s_n_rate_const,ma_op_ch4_o_rate_const,ma_op_ch4_n_rate_const,ma_op_ch4_s_rate_const,primary_ox_rate_const,c_lim_o,c_lim_n,c_lim_fe,c_lim_s,C,N-,S-,CH4,score
1,0.0,154.813424376,0.0676148327127,59646.8681475,33722.51734,2830.0,0.4,0.335708276601,0.751980898212,0.27941637904,242.225679039,10.0,5.0,0.16,4.68082951694,0.494729795027,10000.0,50.0015470321,0.01,1.69943355412,20.0,5.0,0.1,30.0,1.8277994924,12.8218453979,1.41601375665,8.61936100956,0.158081404372
2,0.0,154.813418315,0.0676148327127,59632.5123973,33722.51734,2830.0,0.4,0.335708282282,0.750120145215,0.279416848269,242.225679039,10.0,5.0,0.16,4.68077034988,0.494729795027,10000.0,50.0010862252,0.01,1.69906961709,20.0,5.0,0.1,30.0,1.82739165599,12.8218453979,1.41601375665,8.61936100956,0.158038354866
3,0.0,154.813426104,0.0676148327127,59630.0731612,33722.51734,2830.0,0.4,0.335708271786,0.740184483083,0.279415811729,242.225679039,10.0,5.0,0.16,4.68065493423,0.494729795027,10000.0,50.0017373057,0.01,1.69923083917,20.0,5.0,0.1,30.0,1.82967252003,12.8218453979,1.41601375665,8.61936100956,0.158126707821
4,0.0,154.813421298,0.0676148327127,59633.0987245,33722.51734,2830.0,0.4,0.335708262749,0.756520688811,0.27941585926,242.225679039,10.0,5.0,0.16,4.68071828647,0.494729795027,10000.0,50.0015562421,0.01,1.69942115835,20.0,5.0,0.1,30.0,1.82899371482,12.8218453979,1.41601375665,8.61936100956,0.158084346328
5,0.0,154.813422479,0.0676148327127,59621.942071,33722.51734,2830.0,0.4,0.335708275772,0.746270796618,0.279414842595,242.225679039,10.0,5.0,0.16,4.68070201067,0.494729795027,10000.0,50.001416696,0.01,1.69962125832,20.0,5.0,0.1,30.0,1.82748911223,12.8218453979,1.41601375665,8.61936100956,0.15806850832
6,0.0,154.81342947,0.0676148327127,59630.8620044,33722.51734,2830.0,0.4,0.335708296893,0.73893346193,0.279416073523,242.225679039,10.0,5.0,0.16,4.68081537181,0.494729795027,10000.0,50.0011205426,0.01,1.69915205121,20.0,5.0,0.1,30.0,1.82725562671,12.8218453979,1.41601375665,8.61936100956,0.158065352299
7,0.0,154.81342388,0.0676148327127,59627.2511908,33722.51734,2830.0,0.4,0.335708284283,0.761903847855,0.279416686043,242.225679039,10.0,5.0,0.16,4.68071829848,0.494729795027,10000.0,50.0014358389,0.01,1.69926255996,20.0,5.0,0.1,30.0,1.83251568574,12.8218453979,1.41601375665,8.61936100956,0.158148160377
8,0.0,154.813427615,0.0676148327127,59642.6809225,33722.51734,2830.0,0.4,0.335708297187,0.749787485793,0.279416339536,242.225679039,10.0,5.0,0.16,4.68091463383,0.494729795027,10000.0,50.002103224,0.01,1.69938590753,20.0,5.0,0.1,30.0,1.82831678515,12.8218453979,1.41601375665,8.61936100956,0.158094443361
9,0.0,154.813422905,0.0676148327127,59632.005502,33722.51734,2830.0,0.4,0.335708288627,0.753200544675,0.279417371081,242.225679039,10.0,5.0,0.16,4.68086216306,0.494729795027,10000.0,50.0015388952,0.01,1.69952737884,20.0,5.0,0.1,30.0,1.83074113437,12.8218453979,1.41601375665,8.61936100956,0.158138269407
10,0.0,154.813423471,0.0676148327127,59633.2113561,33722.51734,2830.0,0.4,0.335708277725,0.753724226177,0.279416183433,242.225679039,10.0,5.0,0.16,4.68068834831,0.494729795027,10000.0,50.0015144399,0.01,1.69938222464,20.0,5.0,0.1,30.0,1.83406096674,12.8218453979,1.41601375665,8.61936100956,0.158220289345
11,0.0,154.813423329,0.0676148327127,59626.6801432,33722.51734,2830.0,0.4,0.335708277723,0.742595892637,0.279415894675,242.225679039,10.0,5.0,0.16,4.68075016863,0.494729795027,10000.0,50.0015664464,0.01,1.69924479669,20.0,5.0,0.1,30.0,1.8324439215,12.8218453979,1.41601375665,8.61936100956,0.158189918355
12,0.0,154.813430172,0.0676148327127,59626.305255,33722.51734,2830.0,0.4,0.335708291501,0.75406742423,0.279416515044,242.225679039,10.0,5.0,0.16,4.68053272475,0.494729795027,10000.0,50.0013460543,0.01,1.69977470411,20.0,5.0,0.1,30.0,1.8286155634,12.8218453979,1.41601375665,8.61936100956,0.158089918801
13,0.0,154.81342045,0.0676148327127,59635.8645581,33722.51734,2830.0,0.4,0.335708290835,0.743556881128,0.279416277165,242.225679039,10.0,5.0,0.16,4.68058154516,0.494729795027,10000.0,50.0015502122,0.01,1.69928017992,20.0,5.0,0.1,30.0,1.82987080758,12.8218453979,1.41601375665,8.61936100956,0.158134803753
14,0.0,154.813418253,0.0676148327127,59624.5450392,33722.51734,2830.0,0.4,0.335708275425,0.741879120795,0.279415993951,242.225679039,10.0,5.0,0.16,4.68077171301,0.494729795027,10000.0,50.0015540962,0.01,1.69959269162,20.0,5.0,0.1,30.0,1.83103216872,12.8218453979,1.41601375665,8.61936100956,0.158171360106
15,0.0,154.813422252,0.0676148327127,59636.3817411,33722.51734,2830.0,0.4,0.335708282546,0.753119537659,0.279416516734,242.225679039,10.0,5.0,0.16,4.68077359375,0.494729795027,10000.0,50.0014887496,0.01,1.69929943764,20.0,5.0,0.1,30.0,1.82860498182,12.8218453979,1.41601375665,8.61936100956,0.158080966956
16,0.0,154.81342194,0.0676148327127,59632.7034359,33722.51734,2830.0,0.4,0.335708280007,0.752628716717,0.279416382236,242.225679039,10.0,5.0,0.16,4.6807882803,0.494729795027,10000.0,50.001018871,0.01,1.69929027193,20.0,5.0,0.1,30.0,1.83127785632,12.8218453979,1.41601375665,8.61936100956,0.158146764215
17,0.0,154.813423747,0.0676148327127,59630.5898295,33722.51734,2830.0,0.4,0.335708279045,0.753095956327,0.279417028288,242.225679039,10.0,5.0,0.16,4.68088957369,0.494729795027,10000.0,50.0018807618,0.01,1.69957270044,20.0,5.0,0.1,30.0,1.82993756843,12.8218453979,1.41601375665,8.61936100956,0.158122493874
18,0.0,154.813433343,0.0676148327127,59634.2020829,33722.51734,2830.0,0.4,0.33570828488,0.744630150597,0.279416476961,242.225679039,10.0,5.0,0.16,4.6806896875,0.494729795027,10000.0,50.0014298474,0.01,1.69931420654,20.0,5.0,0.1,30.0,1.82727629839,12.8218453979,1.41601375665,8.61936100956,0.15806391389
19,0.0,154.813419532,0.0676148327127,59638.2944033,33722.51734,2830.0,0.4,0.335708270189,0.753867579863,0.279416288915,242.225679039,10.0,5.0,0.16,4.68085393974,0.494729795027,10000.0,50.0013198151,0.01,1.69966599633,20.0,5.0,0.1,30.0,1.83139721425,12.8218453979,1.41601375665,8.61936100956,0.158172691568
20,0.0,154.813425146,0.0676148327127,59632.7057576,33722.51734,2830.0,0.4,0.335708284985,0.749736020239,0.27941741909,242.225679039,10.0,5.0,0.16,4.68076886327,0.494729795027,10000.0,50.0013132647,0.01,1.69936628312,20.0,5.0,0.1,30.0,1.83341086538,12.8218453979,1.41601375665,8.61936100956,0.158211192593
21,0.0,154.813420789,0.0676148327127,59633.2674974,33722.51734,2830.0,0.4,0.335708290561,0.745557356341,0.279417177339,242.225679039,10.0,5.0,0.16,4.68064350608,0.494729795027,10000.0,50.0013887823,0.01,1.69944616304,20.0,5.0,0.1,30.0,1.82901273998,12.8218453979,1.41601375665,8.61936100956,0.158114592529
22,0.0,154.813434826,0.0676148327127,59636.8429961,33722.51734,2830.0,0.4,0.335708272958,0.761854363848,0.279415529785,242.225679039,10.0,5.0,0.16,4.68074492876,0.494729795027,10000.0,50.0013616804,0.01,1.69955677051,20.0,5.0,0.1,30.0,1.83102615916,12.8218453979,1.41601375665,8.61936100956,0.158131720354
