NODE_101147_length_1805_cov_3.724571	Bacteria;Proteobacteria
NODE_101157_length_1805_cov_3.142857	Bacteria;Proteobacteria;Betaproteobacteria
NODE_10115_length_8111_cov_6.905660	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Cuniculiplasmataceae
NODE_101186_length_1804_cov_12.110349	Bacteria;Cyanobacteria;Oscillatoriales;Coleofasciculaceae
NODE_101191_length_1804_cov_8.609491	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
NODE_101203_length_1804_cov_6.438536	Bacteria;Bacteroidetes
NODE_101205_length_1804_cov_5.945683	Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Cyanobium;Cyanobium sp. NIES-981
NODE_101223_length_1804_cov_4.456261	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales
NODE_10122_length_8108_cov_25.540544	Bacteria;uncultured bacterium
NODE_10124_length_8108_cov_4.183782	
NODE_10128_length_8106_cov_6.365048	
NODE_101293_length_1803_cov_5.429634	
NODE_1012_length_2128_cov_3.084837	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter sp. DSM 9736
NODE_1012_length_30704_cov_17.834220	
NODE_10132_length_8105_cov_5.890435	Bacteria
NODE_101331_length_1803_cov_3.407895	Bacteria
NODE_101360_length_1802_cov_25.065827	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae
NODE_101372_length_1802_cov_10.906697	Bacteria;Cyanobacteria;Oscillatoriales;Cyanothecaceae
NODE_10137_length_8103_cov_7.956014	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
NODE_101393_length_1802_cov_5.037779	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum sp. ME-1
NODE_101397_length_1802_cov_4.732685	Bacteria;Verrucomicrobia;Verrucomicrobia bacterium
NODE_101399_length_1802_cov_4.516886	Bacteria
NODE_1013_length_2127_cov_2.946829	
NODE_1013_length_30661_cov_30.612462	Bacteria;Proteobacteria;Gammaproteobacteria
NODE_101404_length_1802_cov_4.203778	Bacteria;Proteobacteria;Betaproteobacteria
NODE_10140_length_8102_cov_5.968560	Bacteria;Actinobacteria
NODE_101425_length_1802_cov_3.510017	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas sp. Is79A3
NODE_10146_length_8098_cov_4.922293	
NODE_10148_length_8097_cov_4.701815	
NODE_101499_length_1801_cov_3.658076	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
NODE_10150_length_8096_cov_8.429549	
NODE_10152_length_8095_cov_6.281592	
NODE_101546_length_1800_cov_8.922636	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
NODE_101550_length_1800_cov_6.675072	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum sp. ME-1
NODE_101554_length_1800_cov_5.294556	Bacteria;Verrucomicrobia;Verrucomicrobia bacterium
NODE_101558_length_1800_cov_5.068195	
NODE_101588_length_1800_cov_3.483668	Bacteria
NODE_1015_length_1373_cov_1.632716	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae
NODE_10162_length_8092_cov_9.806395	
NODE_10163_length_8092_cov_8.023143	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae
NODE_101683_length_1799_cov_2.818234	Bacteria
NODE_1016_length_1902_cov_2.729315	
NODE_101707_length_1798_cov_9.628801	Bacteria;Cyanobacteria;Oscillatoriales;Cyanothecaceae
NODE_101717_length_1798_cov_6.402754	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
NODE_101721_length_1798_cov_5.972461	Bacteria;Verrucomicrobia;Verrucomicrobia bacterium
NODE_101734_length_1798_cov_4.460126	Bacteria;Proteobacteria
NODE_101738_length_1798_cov_4.226621	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales
NODE_101746_length_1798_cov_3.816982	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
NODE_10175_length_8088_cov_4.980705	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales
NODE_10176_length_8088_cov_4.838417	
NODE_101797_length_1797_cov_6.481056	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
NODE_1017_length_2122_cov_3.077751	Bacteria
NODE_1017_length_30576_cov_25.703122	Bacteria
NODE_10180_length_8086_cov_7.325489	Bacteria;Bacteroidetes
NODE_101812_length_1797_cov_4.593571	Bacteria;Proteobacteria;Betaproteobacteria
NODE_101824_length_1797_cov_3.904707	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum sp. ME-1
NODE_10184_length_8085_cov_4.999626	
NODE_101882_length_1796_cov_7.810454	Bacteria;Actinobacteria
NODE_101889_length_1796_cov_6.580701	
NODE_10188_length_8083_cov_5.829596	
NODE_101890_length_1796_cov_5.941987	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
NODE_1018_length_30561_cov_15.315413	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae
NODE_101903_length_1796_cov_4.395175	
NODE_101934_length_1796_cov_3.132682	Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria bacterium GR16-43
NODE_101946_length_1795_cov_57.472414	
NODE_101949_length_1795_cov_29.386207	Bacteria;Verrucomicrobia
NODE_10195_length_8078_cov_5.173003	Bacteria
NODE_101963_length_1795_cov_6.418391	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae
NODE_101967_length_1795_cov_5.972989	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
NODE_101976_length_1795_cov_5.050575	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
NODE_101983_length_1795_cov_4.635057	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales
NODE_101989_length_1795_cov_4.091379	
NODE_1019_length_1366_cov_2.979054	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae
NODE_1019_length_30527_cov_26.193784	
NODE_101_length_10581_cov_8.297696	
NODE_101_length_10945_cov_4.133039	Bacteria;Proteobacteria;Gammaproteobacteria
NODE_101_length_11836_cov_2.991751	Bacteria;Proteobacteria
NODE_101_length_12255_cov_10.295204	Bacteria
NODE_101_length_12839_cov_20.495612	
NODE_101_length_14155_cov_5.970877	
NODE_101_length_14175_cov_3.347496	Bacteria
NODE_101_length_15059_cov_4.768882	Bacteria
