0.99218	848/1000	1	0	bin.24.permissive.fa	
0.794597	8/1000	1	1.99442e-28	bin.120.orig.fa	
0.768798	4/1000	1	1.19054e-13	bin.28.orig.fa	
0.743837	2/1000	1	8.46576e-07	bin.87.strict.fa	
0.743837	2/1000	1	8.46576e-07	bin.147.permissive.fa	
0.719686	1/1000	1	0.00130158	bin.99.orig.fa	
0.719686	1/1000	1	0.00130158	bin.82.strict.fa	
0.719686	1/1000	1	0.00130158	bin.7.permissive.fa	
0.719686	1/1000	1	0.00130158	bin.78.strict.fa	
0.719686	1/1000	1	0.00130158	bin.72.strict.fa	
0.719686	1/1000	1	0.00130158	bin.57.strict.fa	
0.719686	1/1000	1	0.00130158	bin.50.strict.fa	
0.719686	1/1000	1	0.00130158	bin.40.strict.fa	
0.719686	1/1000	1	0.00130158	bin.35.strict.fa	
0.719686	1/1000	1	0.00130158	bin.17.strict.fa	
0.719686	1/1000	1	0.00130158	bin.150.strict.fa	
0.719686	1/1000	1	0.00130158	bin.125.orig.fa	
0.719686	1/1000	1	0.00130158	bin.118.strict.fa	
0.719686	1/1000	1	0.00130158	bin.10.strict.fa	
