374.39,262.348,57.229,0,151.79,0,13.052,3.3958,0,0
375.64,262.348,35.657,0,112.54,0,5.2912,4.4588,0,0
365.95,262.348,51.5,0,140.41,0,0,7.0099,0,0
355.01,262.348,72.343,0,167.55,0,0,5.6748,0,0
337.2,262.348,73.786,0,185.32,0,4.5644,3.2528,0,0
330.32,262.348,71.964,0,188.59,0,7.2321,3.4183,0,0
301.57,262.348,54.75,0,141.67,0,6.7957,3.3885,0,0
292.2,262.348,66.857,0,174.63,0,5.2132,4.4119,0,0
263.45,262.348,66.146,0,179.54,0,7.7604,3.9475,0,0
235.32,262.348,65.436,0,184.46,0,4.0572,4.8488,0,0
204.07,262.348,33.707,128.982,108.12,66.3554,0,6.0812,32.5699,0
79.69,262.348,38.957,106.995,128.64,42.9896,0,8.314,65.1398,0
13.438,262.348,25.429,163.65,102.7,72.5322,8.998,7.2612,97.7096,0
10.938,262.348,20.9,182.618,117.4,55.7931,13.613,7.0127,130.28,0
10.625,1311.74,3.95,253.604,60.078,121.086,19.091,73.838,162.849,0
10,2623.48,3.8929,253.843,39.552,144.469,28.467,114.1,195.419,0
9.3754,3935.21,3.8357,254.082,19.025,167.849,37.842,154.36,227.989,0
