Genomic bins	B7_22mMystic	B9_PosControlEColiMystic	A3_1mMystic	A7_9mMystic	B3_17mMystic	A5_5mMystic	H2_PosControlEBAlly	A4_3mMystic	B5_20mMystic	B1_13mMystic	A1_FB_ShallowInflow	B6_21mMystic	B2_15mMystic	H3_PosControlEMAlly	B4_19mMystic	A6_7mMystic	A8_11mMystic
bin.38	0.0304031447733	0.00255631515218	15.0414772186	0.0462471975384	0.0270595651527	1.20701240714	0.0	16.343415249	0.0309277169937	0.0495827432613	6.81428935891	0.0278811079463	0.0334070677214	0.00747213451168	0.0283433664048	0.0764104589292	0.0438892166837
bin.33	0.118024259234	0.0	14.1541499541	0.237528247279	0.0720783192604	2.99554410558	0.00354469842043	15.1840703394	0.0847560871208	0.168676697363	11.975154784	0.0953711753486	0.0983465110189	0.0944048872342	0.078851677687	0.241635549933	0.257368437325
bin.56	0.132418501526	19.3605947981	0.909143468219	0.206207510315	0.108997877636	0.718930764288	18.8916435327	1.16981332182	0.191268935998	0.623094504576	3.78694524959	0.112756215444	0.0923453378284	362.238867995	0.0507768815556	0.579501709232	0.251089428274
bin.232	4.83792435339	0.00579505853946	0.0223809366404	0.02368947122	16.7059087077	0.0341074168254	0.000729296819582	0.0259326928808	5.89093133801	50.6262748953	0.110002107621	5.93479442279	23.9954026781	0.0081772181079	7.52354134183	0.0183058738004	0.0551469692867
bin.230	0.296810835825	0.0	0.0565009438793	33.4847978833	0.346084800186	0.0737562840992	0.0	0.0651855440232	0.21797837643	17.1040494915	0.138998037164	0.218452731735	1.11781147537	0.0173996279762	0.197471677616	9.66233927006	55.4311500411
bin.203	13.0072370378	0.00561655905047	0.0646913693607	0.0832425611661	21.605779468	1.96213440931	0.00139139622254	0.0678537092871	18.7355704163	19.9945611455	0.280583080702	16.3291489576	35.2369624001	0.00621371817952	19.708489219	0.122494483722	0.711078485825
bin.21	0.0835201918201	0.0	18.1057267828	0.0758927914168	0.0596368206172	0.675725179907	0.0	17.1205898392	0.0815763673873	0.0923653862363	14.3313188753	0.0665930681915	0.0304321391319	0.0249255536434	0.0720888145627	0.0638065626874	0.0798234718291
bin.191	27.6052209926	0.00706351720468	0.0227316677873	0.0144864400083	44.2733024921	0.0222638147257	0.00131548402711	0.0267451502135	35.8554998467	0.475780709682	0.169075890259	30.7624292905	16.5420782014	0.00325769957037	41.9045432816	0.0272133799343	0.0215644318783
bin.251	8.11885613514	12.0519064757	0.0352635115306	0.0273257424063	2.08390691661	0.0332852091714	12.9665144299	0.0436718343154	11.3812772864	0.0418750279595	0.104993417193	9.12128491336	0.259897085487	0.00882569138054	7.91944906456	0.0280155623536	0.0347676225414
bin.216	0.996370420446	0.0	0.127605234067	4.2255556299	2.28389660249	0.387112832703	0.0	0.121367886692	1.38089091582	7.08146976746	0.253893495346	1.19881924556	2.93733422874	0.00769113630462	1.28806041238	2.10636976046	7.41283416914
bin.44	1.27029583699	0.0	9.08298961005	4.00735172694	1.69430101055	2.65234404691	0.00141919324104	8.74020214355	1.94011626835	4.11806787307	8.03218221337	1.48397046294	1.24392638323	0.00819034207098	1.76856212684	3.39335665163	4.47161104545
bin.97	0.372737298119	0.0	0.877167976341	5.59477151092	0.907532576609	2.42215675832	0.0	0.962816291491	0.467542418939	5.2604156301	0.718826625886	0.383048022642	2.2679036009	0.00415011697932	0.452953576488	5.72975459481	5.19779466518
bin.41	0.173674254223	3.06340445612	5.75630442382	4.2185008874	0.426953533102	14.4453304042	2.98106818961	7.54679402868	0.130066596094	1.65766777871	9.4593976445	0.157503588541	0.598729662949	0.286040149953	0.161390998978	16.9985505563	3.09320982848
bin.146	76.9404539216	0.153784020543	0.0331480368571	0.0236126798078	13.7570833172	0.0320426326037	0.145982336745	0.034100922615	36.7283698283	0.0485575865061	0.336510585487	60.3707134566	0.798185817685	0.0195499302177	38.53282848	0.0278250395364	0.0426824848729
bin.184	0.113121444802	0.0	0.053501378141	7.95926849642	0.187984883215	0.128265736169	0.000814488839881	0.0538502168735	0.0930766627851	2.42659572514	0.0868279488302	0.0952073014886	0.516640100004	0.0167122175827	0.0985303935435	0.634538689671	8.33300298717
bin.224	2.20059260941	0.00316624770767	0.341049121199	0.33246680006	6.62003373911	0.479132246023	0.00134627039966	0.291460855285	3.82258506538	4.43415263342	0.37129706398	3.01462755196	8.83590519141	0.00441922519744	3.54109016187	0.341983167422	0.821888901755
