374.39,365.041,57.229,0,151.79,0,13.052,3.3958,0,0
375.64,365.041,35.657,0,112.54,0,5.2912,4.4588,0,0
365.95,365.041,51.5,0,140.41,0,0,7.0099,0,0
355.01,365.041,72.343,0,167.55,0,0,5.6748,0,0
337.2,365.041,73.786,0,185.32,0,4.5644,3.2528,0,0
330.32,365.041,71.964,0,188.59,0,7.2321,3.4183,0,0
301.57,365.041,54.75,0,141.67,0,6.7957,3.3885,0,0
292.2,365.041,66.857,0,174.63,0,5.2132,4.4119,0,0
263.45,365.041,66.146,0,179.54,0,7.7604,3.9475,0,0
235.32,365.041,65.436,0,184.46,0,4.0572,4.8488,0,0
204.07,365.041,33.707,394.887,108.12,329.945,0,6.0812,86.1936,0
79.69,365.041,38.957,327.573,128.64,213.761,0,8.314,172.387,0
13.438,365.041,25.429,501.026,102.7,360.659,8.998,7.2612,258.581,0
10.938,365.041,20.9,559.097,117.4,277.425,13.613,7.0127,344.774,0
10.625,1825.2,3.95,776.427,60.078,602.089,19.091,73.838,430.968,0
10,3650.41,3.8929,777.158,39.552,718.358,28.467,114.1,517.162,0
9.3754,5475.61,3.8357,777.889,19.025,834.613,37.842,154.36,603.355,0
