bin.112.strict	94264	0.99793814433
bin.113.strict	94254	0.99387755102
bin.119.strict	79698	0.975562072336
bin.124.strict	79704	0.989517819706
bin.126.strict	79718	0.992790937178
bin.135.strict	79712	1.0
bin.137.permissive	79719	0.997792494481
bin.140.permissive	79699	0.980198019802
bin.146.strict	94259	0.973029045643
bin.24.permissive	94261	0.992
bin.31.strict	79705	0.886075949367
bin.34.strict	79701	0.968591691996
bin.36.strict	79706	0.997630331754
bin.4.permissive	79702	0.987939698492
bin.67.strict	94258	0.953694581281
bin.83.strict	94260	0.998903508772
bin.86.strict	79703	0.983067729084
bin.87.strict	79717	0.965870307167
bin.9.permissive	79700	0.993664202746
bin.97.orig	94253	0.986960882648
