79698	bin.311	0.984943538269
79699	bin.117	0.977678571429
79700	bin.161	0.94495412844
79701	bin.2	0.9357696567
79702	bin.220	0.970495258166
79703	bin.76	0.982905982906
79704	bin.54	0.965217391304
79705	bin.18	0.5625
79706	bin.34	0.913533834586
79712	bin.186	0.517333333333
79717	bin.29	0.762195121951
79718	bin.314	0.961368653422
79719	bin.274	0.89035667107
94253	bin.269	0.99375975039
94254	bin.291	0.990846681922
94256	bin.100	0.628571428571
94258	bin.323	0.972737186478
94259	bin.328	0.933409873708
94260	bin.80	0.8015625
94261	bin.227	0.944506104329
94264	bin.312	0.952649379932
