0.921588	180/1000	1	0	bin.18.fa	
0.888741	84/1000	1	0	bin.8.fa	
0.825882	18/1000	1	2.30752e-87	bin.99.fa	
0.789561	7/1000	1	5.87755e-32	bin.269.fa	
0.783786	6/1000	1	3.53364e-27	bin.15.fa	
0.777011	5/1000	1	1.81913e-22	bin.261.fa	
0.768798	4/1000	1	7.7963e-18	bin.2.fa	
0.758338	3/1000	1	2.67035e-13	bin.94.fa	
0.758338	3/1000	1	2.67035e-13	bin.108.fa	
0.743837	2/1000	1	6.85293e-09	bin.274.fa	
0.719686	1/1000	1	0.000117128	bin.88.fa	
0.719686	1/1000	1	0.000117128	bin.297.fa	
0.719686	1/1000	1	0.000117128	bin.250.fa	
0.719686	1/1000	1	0.000117128	bin.242.fa	
0.719686	1/1000	1	0.000117128	bin.233.fa	
0.719686	1/1000	1	0.000117128	bin.187.fa	
0.719686	1/1000	1	0.000117128	bin.185.fa	
0.719686	1/1000	1	0.000117128	bin.112.fa	
