0.992012	845/1000	1	0	bin.2.fa	
0.833811	22/1000	1	9.56102e-99	bin.8.fa	
0.806739	11/1000	1	8.72916e-47	bin.137.fa	
0.777011	5/1000	1	2.79548e-20	bin.220.fa	
0.768798	4/1000	1	4.37674e-16	bin.54.fa	
0.768798	4/1000	1	4.37674e-16	bin.18.fa	
0.743837	2/1000	2	5.13433e-08	bin.63.fa	
0.743837	2/1000	1	5.13433e-08	bin.213.fa	
0.719686	1/1000	1	0.000320591	bin.88.fa	
0.719686	1/1000	1	0.000320591	bin.64.fa	
0.719686	1/1000	1	0.000320591	bin.35.fa	
0.719686	1/1000	1	0.000320591	bin.30.fa	
0.719686	1/1000	1	0.000320591	bin.15.fa	
0.719686	1/1000	1	0.000320591	bin.156.fa	
0.719686	1/1000	1	0.000320591	bin.111.fa	
0.719686	1/1000	1	0.000320591	bin.102.fa	
