0.99019	813/1000	1	0	bin.328.fa	
0.831966	21/1000	1	2.33952e-87	bin.323.fa	
0.806739	11/1000	1	2.33453e-43	bin.207.fa	
0.768798	4/1000	1	7.71519e-15	bin.313.fa	
0.768798	4/1000	1	7.71519e-15	bin.242.fa	
0.758338	3/1000	1	4.71115e-11	bin.314.fa	
0.758338	3/1000	1	4.71115e-11	bin.269.fa	
0.743837	2/1000	1	2.15547e-07	bin.312.fa	
0.743837	2/1000	1	2.15547e-07	bin.291.fa	
0.719686	1/1000	2	0.000656835	bin.259.fa	
0.719686	1/1000	1	0.000656835	bin.62.fa	
0.719686	1/1000	1	0.000656835	bin.318.fa	
0.719686	1/1000	1	0.000656835	bin.316.fa	
0.719686	1/1000	1	0.000656835	bin.250.fa	
0.719686	1/1000	1	0.000656835	bin.135.fa	
0.719686	1/1000	1	0.000656835	bin.133.fa	
0.719686	1/1000	1	0.000656835	bin.127.fa	
