Gene_Sequence	A1_FB_ShallowInflow	A3_1mMystic	A4_3mMystic	A5_5mMystic	A6_7mMystic	A7_9mMystic	A8_11mMystic	B1_13mMystic	B2_15mMystic	B3_17mMystic	B4_19mMystic	B5_20mMystic	B6_21mMystic	B7_22mMystic	B9_PosControlEColiMystic	H2_PosControlEBAlly	H3_PosControlEMAlly
bin_16_JHFBEDLJ_01494	48.978874	4.632867	16.682141	23.503517	21.059787	40.836972	28.702091	21.583729	114.889267	217.024361	251.008234	247.705015	336.109957	248.89332	0.0	0.0	0.0
bin_16_JHFBEDLJ_01496	12.389462	0.0	5.154631	2.421342	2.169448	4.452046	0.0	11.10815	128.591318	133.705481	198.393695	208.537588	160.403345	124.822556	19.733356	7.166166	0.0
bin_16_JHFBEDLJ_01510	60.560628	15.91786	19.24785	0.0	0.0	0.0	0.0	16.981862	136.968548	99.721771	163.714479	203.582146	33.956305	61.37508	0.0	0.0	0.0
bin_16_JHFBEDLJ_01519	8.325659	8.660185	15.588403	0.0	8.747518	13.464126	3.830631	20.156985	85.840792	86.322798	136.804433	145.155401	160.09789	112.14366	19.893329	0.0	0.0
bin_16_JHFBEDLJ_01521	0.0	0.0	0.0	0.0	7.279197	12.457567	8.505224	17.41447	78.38635	90.526394	139.006946	150.962845	116.851046	117.640748	0.0	0.0	0.0
bin_16_JHFBEDLJ_01524	16.965351	8.861576	21.339566	4.996606	13.442146	0.0	7.891784	9.278302	149.893193	202.241724	135.696677	185.289994	189.10286	170.363885	0.0	0.0	0.0
bin_16_JHFBEDLJ_01526	22.687136	0.0	0.0	0.0	2.985281	3.070327	5.23912	12.275662	172.285941	206.808853	235.376684	209.022889	264.766301	268.974432	0.0	0.0	0.0
bin_16_JHFBEDLJ_01530	7.827065	0.0	9.833644	0.0	4.130966	8.52543	3.63484	8.539802	135.42596	250.557347	273.206653	215.317012	226.682306	172.747328	0.0	0.0	0.0
bin_16_JHFBEDLJ_01536	5.339512	0.0	13.357591	0.0	2.809211	0.0	7.392071	11.542013	103.657539	96.723478	223.053847	156.320406	118.653023	202.799262	0.0	0.0	0.0
bin_16_JHFBEDLJ_01556	0.0	3.609913	4.329604	4.069466	20.051013	16.816445	7.975394	13.045281	65.856378	96.80403	146.515326	130.754454	107.837321	145.382914	0.0	0.0	0.0
bin_16_JHFBEDLJ_01557	23.633409	16.449434	9.898284	0.0	0.0	4.29096	80.420056	17.193647	76.849254	93.686187	170.412539	123.713174	135.426269	196.032758	0.0	0.0	0.0
bin_16_JHFBEDLJ_01558	3.599723	0.0	4.488782	8.437408	3.77943	3.874875	1.687879	13.528298	50.693039	97.15155	133.849671	99.795511	82.88252	61.714361	0.0	0.0	0.0
bin_16_JHFBEDLJ_01589	9.116805	4.743426	5.693881	24.064584	7.187658	7.379898	14.695899	34.385989	151.491058	164.645598	168.676681	141.864923	101.215176	109.21976	4537.153959	4087.035266	447.389063
bin_16_JHFBEDLJ_01590	19.094782	6.6352	7.975906	0.0	0.0	3.452233	0.0	0.0	64.07639	115.762129	120.109415	114.4178	99.110815	101.942898	0.0	0.0	0.0
bin_16_JHFBEDLJ_01596	10.258348	0.0	0.0	3.010473	2.69783	2.772392	2.365699	8.308905	61.357939	129.971801	138.756546	125.895562	108.256878	102.499758	0.0	17.938304	0.0
bin_16_JHFBEDLJ_01620	18.731604	22.708111	15.558819	12.799145	21.29277	5.034168	4.29791	3.3462	62.134716	112.134403	104.19053	114.532357	84.255974	62.202221	3553.000837	4343.500025	272.038862
bin_16_JHFBEDLJ_01635	17.262347	0.0	5.388265	2.530759	6.802698	0.0	7.945459	9.29274	63.996914	116.79605	134.27195	134.250101	81.430064	60.296023	3693.50727	2842.203739	326.957822
bin_16_JHFBEDLJ_01636	5.308414	11.056008	13.279062	3.11627	11.170958	0.0	0.0	0.0	48.086435	72.111347	103.06203	125.323672	88.468679	68.971431	0.0	0.0	0.0
bin_16_JHFBEDLJ_01664	0.0	0.0	0.0	0.0	0.0	4.426685	7.556633	4.41785	83.340679	99.943873	173.492451	135.439643	118.482889	73.74574	0.0	0.0	0.0
bin_16_JHFBEDLJ_01768	13.101851	0.0	5.45331	10.244863	4.589759	4.711148	8.041687	4.702944	87.306061	157.625244	123.075507	152.339971	140.581494	108.969635	0.0	0.0	0.0
bin_16_JHFBEDLJ_01809	0.0	0.0	12.89987	3.027604	0.0	0.0	2.379262	5.571229	61.711587	102.710277	87.977653	121.744809	97.412465	61.850575	0.0	0.0	0.0
bin_16_JHFBEDLJ_01819	17.060399	4.436923	5.324753	2.501017	2.240895	2.299805	5.888629	6.886712	72.859856	111.560112	97.637148	184.930628	104.14193	106.403872	0.0	0.0	0.0
bin_16_JHFBEDLJ_01832	23.481194	16.342661	19.667287	9.214392	20.654831	17.050861	7.269681	25.619406	66.435377	136.016846	111.13491	148.494491	78.466952	70.669362	0.0	0.0	0.0
bin_16_JHFBEDLJ_01837	0.0	4.37524	0.0	2.466238	6.629121	4.535187	3.870827	2.263288	74.546859	117.575937	98.741461	170.458791	65.350739	117.512195	0.0	0.0	0.0
bin_16_JHFBEDLJ_01877	5.508068	11.442736	3.429101	6.44939	17.330615	2.957598	7.575842	8.843432	68.867854	71.615046	96.671737	116.503309	79.350823	71.294863	0.0	0.0	51.201084
bin_16_JHFBEDLJ_01902	7.7936	16.272246	0.0	4.587334	12.339389	8.488182	10.856974	4.251103	53.423478	78.399572	78.378177	66.532841	66.857694	57.722478	0.0	0.0	0.0
bin_16_JHFBEDLJ_01903	17.848364	12.399037	0.0	6.989953	0.0	16.115697	2.749739	9.667626	63.662998	97.226748	112.166161	118.119349	28.431326	92.949492	0.0	10.470053	0.0
bin_16_JHFBEDLJ_01919	8.203882	4.266499	0.0	0.0	2.154727	2.210824	0.0	4.412802	72.674679	81.342662	161.261079	108.228916	118.349026	110.493393	0.0	0.0	0.0
bin_16_JHFBEDLJ_01962	4.45807	23.192785	5.567567	0.0	7.028561	2.405149	2.052685	0.0	79.084491	108.647173	117.805398	184.956843	143.517082	102.34987	0.0	0.0	0.0
bin_16_JHFBEDLJ_01966	0.0	0.0	9.769842	4.577468	8.208538	8.46968	3.611119	12.725298	58.383114	120.89659	105.810957	154.90753	112.610089	140.423738	0.0	0.0	0.0
bin_16_JHFBEDLJ_01976	5.130387	14.729793	5.894478	0.0	0.0	10.188171	10.868194	0.0	133.967534	176.289652	245.546958	209.887352	201.83677	175.812285	0.0	0.0	14.964886
bin_16_JHFBEDLJ_01991	4.530082	0.0	0.0	7.971451	2.380915	5.8498	8.344886	9.762489	73.075085	77.712207	127.709156	76.89624	115.670974	99.491916	0.0	0.0	0.0
bin_16_JHFBEDLJ_01992	0.0	19.313307	11.592319	2.721717	0.0	9.033089	2.137257	12.503333	62.891839	113.151609	122.651878	105.027873	66.967526	97.281692	0.0	0.0	0.0
bin_16_JHFBEDLJ_01994	15.225734	23.747843	9.49656	8.92388	0.0	2.04987	0.0	8.180713	63.693644	106.239909	127.226065	96.794298	88.676665	79.713214	0.0	0.0	0.0
bin_16_JHFBEDLJ_01999	14.99096	3.896716	0.0	4.392864	0.0	8.071729	1.722528	12.079193	150.187322	191.53555	212.797611	165.182641	136.488555	121.324697	0.0	0.0	0.0
bin_16_JHFBEDLJ_02008	0.0	27.554553	0.0	5.178997	9.289125	9.599628	8.183579	43.313026	172.76246	145.252989	171.9664	208.800229	166.602224	105.963386	0.0	0.0	0.0
bin_16_JHFBEDLJ_02045	2.725213	0.0	6.786086	4.786276	7.145261	4.389619	7.496017	10.208266	57.657088	80.631172	110.002118	112.716468	108.717401	73.259048	0.0	0.0	0.0
bin_16_JHFBEDLJ_02056	23.257282	4.840704	0.0	0.0	7.335248	2.510833	4.285549	7.521478	64.556292	96.638819	109.30494	140.397455	113.620208	106.820369	0.0	0.0	0.0
bin_16_JHFBEDLJ_02058	11.72668	6.10926	7.340828	3.444073	3.086853	0.0	0.0	3.174863	51.318137	69.179616	124.336795	94.221908	84.735748	70.37943	0.0	10.311585	0.0
bin_16_JHFBEDLJ_02092	0.0	0.0	32.623232	0.0	0.0	0.0	0.0	0.0	61.602826	74.358826	124.422373	198.155521	57.716573	104.538907	0.0	0.0	0.0
bin_16_JHFBEDLJ_02100	18.269194	3.798728	4.556699	4.282371	3.836509	5.900577	5.036917	49.051644	256.096874	266.740896	432.046867	440.361536	349.551234	458.296918	0.0	0.0	0.0
bin_16_JHFBEDLJ_02125	4.941467	0.0	0.0	2.899722	0.0	13.347682	2.278043	2.666389	63.86258	84.905384	153.957293	93.26752	98.787089	128.337511	0.0	0.0	0.0
bin_16_JHFBEDLJ_02135	0.0	0.0	20.515809	0.0	0.0	0.0	7.58526	4.457137	61.342622	82.203256	96.622193	139.411431	63.646749	122.852038	0.0	0.0	0.0
bin_16_JHFBEDLJ_02160	0.0	12.751139	15.397559	21.574862	25.815615	26.81895	34.263473	33.72847	72.596306	237.639918	152.555861	127.887525	54.424919	110.515107	0.0	0.0	0.0
bin_16_JHFBEDLJ_02182	0.0	6.36674	0.0	0.0	0.0	3.311028	0.0	19.865627	75.317368	160.943218	126.01527	121.320661	122.27183	91.693103	0.0	0.0	0.0
bin_16_JHFBEDLJ_02258	15.241648	23.772757	42.779487	11.166556	8.003403	4.104069	8.758052	0.0	67.439642	65.183845	98.313099	86.12991	54.952674	68.397427	0.0	0.0	239.117551
bin_16_JHFBEDLJ_02273	27.136565	0.0	16.913169	5.9617	1.780238	5.473868	3.115319	7.278848	83.924894	88.424486	89.426201	121.310001	86.513155	67.611549	16.167358	5.852821	0.0
bin_16_JHFBEDLJ_02274	0.0	6.696123	0.0	0.0	11.001446	2.834583	8.335843	0.0	63.009591	75.084226	94.761789	81.988861	76.464571	43.408282	0.0	0.0	34.080021
bin_16_JHFBEDLJ_02275	24.812965	10.581091	20.799184	4.870811	31.554378	16.004634	0.0	36.157788	67.611483	45.468418	75.645485	102.076869	82.954803	24.908988	40.089332	0.0	0.0
bin_16_JHFBEDLJ_02276	14.202568	11.073181	30.990365	8.321931	5.591501	7.643043	8.155641	5.717737	85.614611	73.453316	122.771521	113.646542	157.516515	106.1833	0.0	0.0	0.0
bin_16_JHFBEDLJ_02282	6.466533	13.483607	0.0	7.601656	10.221054	0.0	11.970588	17.547441	86.130431	88.242724	125.868395	220.292308	165.441236	187.749482	0.0	0.0	20.955444
bin_16_JHFBEDLJ_02369	13.149105	4.560144	10.946263	0.0	0.0	4.728347	4.035506	4.720185	84.799222	118.652583	131.243916	128.100124	184.877575	74.368343	0.0	0.0	0.0
bin_16_JHFBEDLJ_02398	0.0	0.0	0.0	2.830307	0.0	0.0	0.0	7.805195	75.440976	135.168555	158.756442	104.681247	96.422843	43.358922	0.0	0.0	15.321144
bin_16_JHFBEDLJ_02421	9.790049	10.190834	0.0	8.616979	18.017366	7.932312	18.050937	15.845199	74.320951	119.499385	172.635497	106.240787	76.108677	88.007915	0.0	0.0	0.0
bin_16_JHFBEDLJ_02424	7.573332	7.874683	0.0	0.0	0.0	6.117336	5.221771	14.240843	76.761156	105.680069	149.979721	131.17137	92.415062	85.80798	0.0	6.553433	0.0
bin_16_JHFBEDLJ_02429	3.276237	3.404874	4.083067	3.838272	1.719194	0.0	1.504029	5.270427	78.921109	105.972332	103.62055	132.556963	101.7119	137.112177	0.0	0.0	0.0
bin_16_JHFBEDLJ_02432	33.721846	5.014234	12.040323	19.785832	2.532848	18.211305	4.440307	7.794694	77.004563	95.796937	101.921424	162.285671	187.239908	176.470943	0.0	8.403688	0.0
bin_16_JHFBEDLJ_02512	39.157653	103.312197	0.0	11.65528	20.951045	0.0	9.365424	0.0	63.531895	187.089062	225.234199	94.657491	44.104655	59.867801	0.0	0.0	0.0
bin_16_JHFBEDLJ_02521	0.0	9.413798	11.339343	10.616347	14.281852	0.0	0.0	9.871099	73.820691	148.969409	98.6698	94.17839	110.489033	99.564999	0.0	0.0	210.922503
bin_16_JHFBEDLJ_02530	12.88735	0.0	16.151428	0.0	10.184629	0.0	2.981895	13.987117	71.166916	117.23055	102.614009	91.460268	121.847566	83.863199	0.0	0.0	0.0
bin_16_JHFBEDLJ_02588	21.976382	0.0	27.766597	6.489838	5.822723	0.0	0.0	0.0	50.799725	40.707528	104.747465	146.757224	110.513055	110.756368	0.0	0.0	0.0
bin_16_JHFBEDLJ_02589	0.0	0.0	0.0	6.116778	21.949265	0.0	0.0	0.0	71.704045	153.190664	123.318269	167.885073	69.442463	104.361903	0.0	0.0	0.0
bin_16_JHFBEDLJ_02591	5.990199	5.660574	0.0	0.0	2.859812	0.0	7.52613	9.430117	68.404109	141.920226	135.037503	171.910115	98.898584	119.394887	0.0	0.0	0.0
bin_16_JHFBEDLJ_02592	20.072168	15.72074	19.005667	17.729551	0.0	0.0	0.0	0.0	168.550721	358.576399	555.241051	385.164617	190.503099	285.902481	0.0	0.0	0.0
bin_16_JHFBEDLJ_02595	23.772904	9.897065	5.940989	2.789499	2.499617	0.0	2.190852	5.12748	89.039177	77.338199	170.424338	152.507489	115.13939	85.465046	0.0	0.0	0.0
bin_16_JHFBEDLJ_02655	3.31798	0.0	0.0	1.943675	10.447146	7.137608	13.710174	12.456299	61.819113	107.339917	93.289275	124.889172	125.086241	66.127501	0.0	0.0	0.0
bin_16_JHFBEDLJ_02662	30.731807	5.332855	12.808432	6.01244	10.77606	2.768441	4.724665	19.359681	77.829662	125.150355	150.608046	91.870171	91.034944	112.590125	0.0	0.0	0.0
bin_16_JHFBEDLJ_02663	0.0	5.862682	7.043252	19.830059	5.924149	3.046256	8.686548	9.134171	72.913961	122.477328	106.030515	127.626675	50.040192	56.275838	0.0	0.0	180.51201
bin_16_JHFBEDLJ_02664	0.0	0.0	5.232244	4.915387	11.010225	9.038725	16.69802	11.276791	75.636555	132.281704	204.175328	201.469543	195.373138	129.651257	0.0	0.0	0.0
bin_16_JHFBEDLJ_02691	4.356845	0.0	0.0	2.555066	4.578729	0.0	0.0	7.037279	131.177395	101.417085	168.148223	89.308382	135.770181	106.42452	0.0	0.0	0.0
bin_16_JHFBEDLJ_02710	0.0	4.281008	5.137046	2.413106	4.324125	2.218397	3.786936	2.213989	90.161101	85.332678	101.434505	120.233665	146.155723	94.444728	0.0	0.0	0.0
bin_16_JHFBEDLJ_02719	0.0	0.0	0.0	0.0	1.770313	1.814399	0.0	5.428447	74.782922	89.692528	140.305581	126.981595	164.581495	97.489774	0.0	0.0	0.0
bin_16_JHFBEDLJ_02720	0.0	0.0	11.875922	0.0	4.98482	0.0	0.0	15.520617	117.6078	64.353706	179.080239	125.535852	105.163881	151.65638	0.0	0.0	0.0
bin_16_JHFBEDLJ_02759	6.583302	0.0	0.0	3.869944	24.283375	17.864297	6.095179	17.872217	111.25779	155.787371	120.40622	149.544654	80.562407	85.698235	0.0	0.0	0.0
bin_16_JHFBEDLJ_02793	13.498226	22.953985	27.534611	8.62549	11.591221	9.904486	8.454722	1.976119	82.043517	162.254608	153.153589	131.662002	138.771996	114.729216	0.0	0.0	0.0
bin_16_JHFBEDLJ_02809	22.450027	0.0	0.0	0.0	5.950014	0.0	0.0	6.203947	59.359383	52.030303	140.518465	117.844674	50.187639	33.955084	0.0	0.0	0.0
bin_16_JHFBEDLJ_02816	13.658131	14.212426	11.373427	21.363899	9.571507	14.74113	2.096762	12.265112	73.446024	110.994536	117.657348	128.805756	75.816148	122.717754	0.0	0.0	14.412893
bin_16_JHFBEDLJ_02822	12.663529	0.0	0.0	3.72108	3.335443	6.867854	0.0	3.434592	78.126717	63.329204	97.073318	131.785695	70.422215	120.42051	0.0	0.0	0.0
bin_16_JHFBEDLJ_02839	21.209293	0.0	0.0	0.0	0.0	23.283419	64.477712	46.77654	73.43707	78.453082	119.943048	111.207596	94.767848	74.780294	0.0	0.0	0.0
bin_16_JHFBEDLJ_02854	6.583302	0.0	8.252752	3.869944	3.469054	0.0	3.04759	7.148887	62.047614	89.877329	112.638077	174.468763	109.857828	79.106063	0.0	0.0	0.0
bin_16_JHFBEDLJ_02881	14.887066	0.0	0.0	13.138935	3.926633	0.0	0.0	4.096146	36.399646	33.98857	114.399299	134.065232	58.016699	67.168085	0.0	0.0	24.416074
bin_16_JHFBEDLJ_02882	0.0	0.0	0.0	14.914537	0.0	0.0	0.0	0.0	68.927417	24.268617	91.417932	48.554315	169.615359	76.80302	0.0	0.0	0.0
bin_16_JHFBEDLJ_02890	28.745931	0.0	15.376169	2.407646	2.157167	8.853371	1.889158	6.626774	52.914717	107.347123	130.119338	112.221419	86.58365	77.842726	0.0	0.0	0.0
bin_16_JHFBEDLJ_02891	5.121968	0.0	12.808432	0.0	0.0	0.0	7.086997	8.297006	59.614209	78.798371	87.352667	67.69381	102.414312	71.648262	0.0	0.0	0.0
bin_16_JHFBEDLJ_02896	0.0	0.0	21.111145	0.0	0.0	0.0	0.0	0.0	33.502023	94.080061	139.849622	111.692881	0.0	134.70953	0.0	0.0	0.0
bin_16_JHFBEDLJ_02903	29.230711	7.597456	13.670097	4.282371	2.278571	7.867436	6.715889	21.582723	66.982785	92.057241	109.233744	92.888762	64.844628	91.071797	0.0	6.317123	194.534031
bin_16_JHFBEDLJ_02904	9.829642	5.116125	6.142957	5.768007	9.852096	0.0	4.531212	13.258724	49.221931	111.103643	115.560832	55.656112	103.710166	49.092468	0.0	0.0	0.0
bin_16_JHFBEDLJ_02913	27.450857	23.299591	42.168271	0.0	0.0	12.227891	15.626518	35.581014	141.448269	405.277026	367.0388	334.603963	245.285751	267.26492	0.0	0.0	0.0
bin_16_JHFBEDLJ_02926	7.193843	0.0	0.0	0.0	0.0	0.0	0.0	15.660036	89.039139	111.574986	187.001113	170.408217	112.112632	136.991703	0.0	0.0	0.0
bin_16_JHFBEDLJ_02986	14.804336	0.0	0.0	0.0	10.379775	13.329366	13.649524	13.313566	63.774615	53.550472	116.035195	116.425208	71.249176	78.869246	0.0	0.0	0.0
bin_16_JHFBEDLJ_02991	96.062646	135.688136	82.034931	95.628725	137.541441	0.0	77.991937	0.0	267.522276	407.556277	666.77028	467.666946	290.724776	328.80094	0.0	0.0	0.0
bin_16_JHFBEDLJ_03007	13.763066	35.887188	34.524732	12.139633	10.882732	3.737835	9.564189	0.0	80.600231	112.870749	89.379516	104.268316	114.869327	82.726387	0.0	0.0	0.0
bin_16_JHFBEDLJ_03022	11.364981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.195424	105.417146	128.761337	151.892601	88.936237	80.233289	0.0	0.0	0.0
bin_16_JHFBEDLJ_03034	5.725225	5.964532	7.166154	0.0	12.054452	3.099719	7.933801	9.295373	92.749127	103.867	198.913456	135.264399	152.728862	177.494322	0.0	10.057868	0.0
bin_16_JHFBEDLJ_03038	13.68557	0.0	8.581992	8.047186	0.0	3.716385	0.0	3.718992	57.875444	118.452457	113.105514	142.551791	144.676167	116.529089	0.0	0.0	0.0
bin_16_JHFBEDLJ_03051	5.872785	6.119159	7.352776	3.449655	0.0	0.0	0.0	6.360182	64.729126	122.596396	79.567019	138.78717	45.700878	99.866204	0.0	0.0	0.0
bin_16_JHFBEDLJ_03060	0.0	8.224717	0.0	4.637314	0.0	4.29096	3.658876	25.790471	92.600693	86.479557	167.801894	194.311871	105.30625	126.458409	0.0	0.0	0.0
bin_16_JHFBEDLJ_03061	0.0	19.707254	18.9136	0.0	1.990399	2.041255	5.227252	8.146206	63.425178	102.378933	133.360559	92.819064	88.306449	83.159822	0.0	0.0	0.0
bin_16_JHFBEDLJ_03074	12.999807	40.529631	16.200485	15.229486	23.874828	17.474866	10.443047	19.167968	66.799472	128.469517	157.981705	82.561816	73.246729	90.671228	0.0	0.0	0.0
bin_16_JHFBEDLJ_03105	0.0	0.0	0.0	0.0	1.856569	1.903273	11.373195	1.898418	67.085524	85.888606	117.634476	86.566819	94.141847	59.93582	0.0	0.0	0.0
bin_16_JHFBEDLJ_03107	0.0	0.0	0.0	0.0	6.556108	26.994287	5.75696	6.749154	52.73981	101.817397	165.665446	130.31302	110.739896	99.659597	0.0	0.0	0.0
bin_16_JHFBEDLJ_03119	13.795954	9.570999	0.0	29.673239	36.257456	9.927858	14.827165	59.476905	96.459111	112.134635	153.973391	177.825425	153.16955	91.825591	0.0	0.0	0.0
bin_16_JHFBEDLJ_03124	20.430465	37.224858	12.772219	5.995502	10.74567	11.042295	2.355628	5.51554	82.561286	87.817086	102.123282	106.075217	107.799524	66.342699	24.487496	8.929965	0.0
bin_16_JHFBEDLJ_03151	7.604927	11.86149	0.0	0.0	5.989971	0.0	3.495843	14.301103	69.74423	95.857067	127.09226	96.692661	84.365543	98.589035	0.0	0.0	0.0
bin_16_JHFBEDLJ_03220	0.0	5.88094	7.065283	3.315307	2.971314	0.0	0.0	3.054355	69.48712	189.416893	159.544475	154.697975	100.392108	89.032019	0.0	0.0	0.0
bin_16_JHFBEDLJ_03267	5.334781	2.770447	6.641424	4.684435	13.98629	8.591587	1.22265	4.281219	72.664938	86.075709	107.654477	125.356343	109.360127	87.631534	0.0	0.0	0.0
bin_16_JHFBEDLJ_03289	3.212721	26.709231	24.020762	5.645408	25.285941	25.909337	25.068795	1.72234	90.048366	135.637163	169.860109	166.243825	135.352753	89.627566	0.0	5.535776	0.0
bin_16_JHFBEDLJ_03298	32.687987	7.551879	4.529287	8.51335	13.347151	5.864952	10.013068	15.601424	108.626021	104.570547	163.92787	160.722507	140.996629	126.734297	0.0	0.0	0.0
bin_16_JHFBEDLJ_03324	8.562365	8.945537	0.0	5.043975	0.0	4.672824	7.967542	14.052478	61.65905	117.81115	116.700054	97.595153	152.715877	42.996201	0.0	0.0	0.0
bin_16_JHFBEDLJ_03354	0.0	16.237265	19.539685	0.0	0.0	4.23484	7.222237	8.483532	98.997454	142.231282	142.614769	162.284079	190.57092	117.019782	0.0	0.0	0.0
bin_16_JHFBEDLJ_03375	70.340841	22.54094	33.844309	12.706965	5.693983	17.561595	14.984323	11.699334	141.84303	215.694054	206.964417	250.41933	282.579542	183.895172	25.968264	0.0	0.0
bin_16_JHFBEDLJ_03377	7.981279	0.0	0.0	4.698745	16.852731	26.091522	7.415827	0.0	49.533028	94.955529	85.022524	136.315838	62.242077	48.052216	38.646234	0.0	553.499785
bin_16_JHFBEDLJ_03378	13.259853	6.890508	16.526454	0.0	3.479202	3.565529	1.521956	5.333499	57.502777	89.367553	120.388284	87.342462	84.539965	109.01068	0.0	0.0	31.02019
bin_16_JHFBEDLJ_03392	3.162556	3.286359	3.9406	11.113925	8.296514	5.100246	14.514263	15.256154	62.952278	105.090505	94.444543	124.95647	129.726423	100.824614	0.0	0.0	0.0
bin_16_JHFBEDLJ_03393	0.0	0.0	0.0	11.484528	6.863128	7.067732	0.0	7.07037	107.92131	124.445131	172.882845	154.086612	79.693197	104.333277	0.0	11.511883	0.0
bin_16_JHFBEDLJ_03397	6.409689	26.728641	32.13054	22.603128	10.130475	6.953892	8.897735	45.212542	87.437728	110.766855	154.987762	145.555766	142.589072	89.833319	0.0	0.0	0.0
bin_16_JHFBEDLJ_03451	0.0	0.0	0.0	10.779058	19.373046	0.0	0.0	10.266564	55.243227	103.446704	109.565328	52.50264	40.795091	110.669941	0.0	0.0	0.0
bin_16_JHFBEDLJ_03453	0.0	21.452591	0.0	12.093211	18.965374	5.568623	9.503428	13.908012	174.342541	256.405615	233.26205	296.633785	240.324287	149.259424	0.0	0.0	0.0
bin_16_JHFBEDLJ_03476	4.230456	8.801464	0.0	2.776014	2.222596	0.0	0.0	4.553256	74.985886	87.748206	131.59858	105.781681	77.684854	67.541867	0.0	7.346472	0.0
bin_16_JHFBEDLJ_03487	15.906649	8.271359	4.962123	53.616776	6.265763	4.285112	1.828801	6.414023	72.984557	68.071788	69.981874	37.464319	44.123043	43.632872	0.0	0.0	0.0
bin_16_JHFBEDLJ_03498	35.757544	59.688246	26.92232	0.0	0.0	0.0	9.946234	0.0	51.237815	130.470496	118.289318	128.738362	39.802883	57.337661	0.0	0.0	0.0
bin_16_JHFBEDLJ_03511	6.804471	0.0	0.0	4.0009	0.0	0.0	0.0	18.488154	61.969883	37.190996	76.313955	57.986145	22.714814	20.447648	0.0	0.0	0.0
bin_16_JHFBEDLJ_03521	9.037704	14.106255	5.644084	2.650532	4.749959	21.945184	2.080991	0.0	74.348837	85.675769	161.89072	153.408169	110.366267	108.265773	0.0	0.0	0.0
bin_16_JHFBEDLJ_03577	11.432497	0.0	14.309608	3.357146	0.0	3.094781	0.0	12.373978	83.340656	124.440605	161.57096	97.236111	139.780671	80.031975	0.0	0.0	0.0
bin_16_JHFBEDLJ_03590	14.502149	15.131314	9.100659	8.531058	11.472518	3.942642	0.0	0.0	40.158468	19.850817	42.843802	54.970078	88.794464	21.804211	0.0	0.0	0.0
bin_16_JHFBEDLJ_03592	0.0	11.780225	0.0	3.32048	11.903819	9.181959	0.0	6.118386	47.619046	66.657378	86.555626	64.113233	113.117287	56.539873	0.0	9.927592	18.140993
bin_16_JHFBEDLJ_03598	6.61916	0.0	8.298231	0.0	6.976214	7.185361	6.128936	14.377606	81.757136	72.303669	109.355036	62.653671	44.184088	53.027453	0.0	0.0	21.490549
bin_16_JHFBEDLJ_03605	43.714978	0.0	7.823954	3.669748	3.289373	10.158143	11.55399	6.772823	72.977801	124.880251	213.539707	189.032193	131.957003	106.254456	0.0	11.015532	0.0
bin_16_JHFBEDLJ_03649	5.093345	0.0	0.0	0.0	2.678863	0.0	0.0	10.999666	69.154179	69.131714	167.727793	139.432186	124.469935	101.778349	0.0	0.0	0.0
bin_16_JHFBEDLJ_03654	11.259681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.325373	62.637874	201.376247	139.709828	62.930529	56.769538	0.0	0.0	0.0
bin_16_JHFBEDLJ_03697	0.0	5.432581	0.0	3.062458	2.744464	8.462082	7.220582	8.4544	104.614535	141.695579	131.960249	128.077604	104.329679	93.846229	0.0	0.0	0.0
bin_16_JHFBEDLJ_03708	11.88361	0.0	0.0	0.0	6.304411	19.639764	16.728886	13.169391	59.056522	121.502561	56.75519	56.775912	53.168024	47.977116	0.0	0.0	0.0
bin_16_JHFBEDLJ_03716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0849	18.503112	58.634251	0.0	43.629799	19.739524	0.0	0.0	0.0
bin_16_JHFBEDLJ_03717	13.07666	13.723763	16.578204	0.0	6.947321	0.0	0.0	0.0	56.560064	85.467144	39.12623	125.208704	117.151197	79.31964	0.0	0.0	0.0
bin_16_JHFBEDLJ_03764	12.461532	25.977895	23.417786	3.66133	0.0	6.756395	5.763623	50.67769	105.166805	84.946864	91.830347	23.574581	69.291792	74.830649	0.0	0.0	0.0
bin_16_JHFBEDLJ_03780	0.0	0.0	12.329712	0.0	5.174355	0.0	0.0	0.0	28.937707	45.070526	40.677029	65.166561	43.66107	49.198478	0.0	0.0	0.0
bin_16_JHFBEDLJ_03787	0.0	0.0	9.985804	0.0	0.0	0.0	0.0	26.022142	70.073394	36.357158	70.53779	90.475429	53.1159	71.760387	0.0	0.0	0.0
bin_16_JHFBEDLJ_03801	15.134262	0.0	0.0	0.0	7.984921	4.118144	0.0	20.620065	91.31732	124.451165	109.776931	136.321488	58.987471	91.061308	0.0	0.0	0.0
bin_16_JHFBEDLJ_03825	14.712471	0.0	0.0	0.0	0.0	8.165957	0.0	24.714976	73.839818	165.857447	150.144561	141.22441	131.947241	119.221684	0.0	0.0	0.0
bin_17_JDLOKFIE_00058	10.334111	10.81571	39.124842	12.198494	60.187131	209.71659	222.177322	108.147429	44.257665	57.276961	12.296066	9.84708	11.540591	10.406151	0.0	0.0	0.0
bin_17_JDLOKFIE_00061	57.284347	59.716803	39.87953	48.629122	46.942742	103.566981	97.180548	69.060288	41.339606	52.092958	60.054707	42.153926	0.0	19.114293	0.0	0.0	61.800999
